creator_assigned_number,creator_gender,most_uploaded_genre,creator_signup_country,total_play_count,total_play_count_male,total_play_count_female,total_play_count_custom_gender,total_play_count_null_gender,plays_by_males_BR,pct_plays_by_males_BR,plays_by_females_BR,pct_plays_by_females_BR,plays_by_custom_gender_BR,pct_plays_by_custom_gender_BR,plays_by_null_gender_BR,pct_plays_by_null_gender_BR,total_play_count_BR,plays_by_males_DE,pct_plays_by_males_DE,plays_by_females_DE,pct_plays_by_females_DE,plays_by_custom_gender_DE,pct_plays_by_custom_gender_DE,plays_by_null_gender_DE,pct_plays_by_null_gender_DE,total_play_count_DE,plays_by_males_EG,pct_plays_by_males_EG,plays_by_females_EG,pct_plays_by_females_EG,plays_by_custom_gender_EG,pct_plays_by_custom_gender_EG,plays_by_null_gender_EG,pct_plays_by_null_gender_EG,total_play_count_EG,plays_by_males_GB,pct_plays_by_males_GB,plays_by_females_GB,pct_plays_by_females_GB,plays_by_custom_gender_GB,pct_plays_by_custom_gender_GB,plays_by_null_gender_GB,pct_plays_by_null_gender_GB,total_play_count_GB,plays_by_males_US,pct_plays_by_males_US,plays_by_females_US,pct_plays_by_females_US,plays_by_custom_gender_US,pct_plays_by_custom_gender_US,plays_by_null_gender_US,pct_plays_by_null_gender_US,total_play_count_US,plays_by_males_VN,pct_plays_by_males_VN,plays_by_females_VN,pct_plays_by_females_VN,plays_by_custom_gender_VN,pct_plays_by_custom_gender_VN,plays_by_null_gender_VN,pct_plays_by_null_gender_VN,total_play_count_VN
265,female,3,GB,101,67,20,0,14,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,62,69.66,14,15.73,0,0.0,13,14.61,89,5,41.67,6,50.0,0,0.0,1,8.33,12,0,,0,,0,,0,,0
309,male,3,GB,386,233,101,2,50,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,233,60.52,100,25.97,2,0.52,50,12.99,385,0,0.0,1,100.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0
340,,3,US,166,155,0,8,3,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,70,92.11,0,0.0,6,7.89,0,0.0,76,85,94.44,0,0.0,2,2.22,3,3.33,90,0,,0,,0,,0,,0
482,male,3,BR,117,52,60,1,4,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,50,43.86,59,51.75,1,0.88,4,3.51,114,2,66.67,1,33.33,0,0.0,0,0.0,3,0,,0,,0,,0,,0
537,male,3,GB,196,112,51,3,30,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,55,50.0,35,31.82,3,2.73,17,15.45,110,57,66.28,16,18.6,0,0.0,13,15.12,86,0,,0,,0,,0,,0
558,custom,3,US,223,118,93,0,12,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,33,75.0,11,25.0,0,0.0,0,0.0,44,85,47.49,82,45.81,0,0.0,12,6.7,179,0,,0,,0,,0,,0
595,custom,3,GB,339,287,32,3,17,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,287,84.66,32,9.44,3,0.88,17,5.01,339,0,,0,,0,,0,,0,0,,0,,0,,0,,0
608,male,3,GB,279,214,53,1,11,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,208,76.19,53,19.41,1,0.37,11,4.03,273,6,100.0,0,0.0,0,0.0,0,0.0,6,0,,0,,0,,0,,0
617,male,3,GB,226,166,56,3,1,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,166,73.45,56,24.78,3,1.33,1,0.44,226,0,,0,,0,,0,,0,0,,0,,0,,0,,0
642,,3,GB,186,90,55,1,40,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,39,47.56,26,31.71,0,0.0,17,20.73,82,51,49.04,29,27.88,1,0.96,23,22.12,104,0,,0,,0,,0,,0
653,,3,GB,445,356,66,1,22,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,350,80.65,65,14.98,1,0.23,18,4.15,434,6,54.55,1,9.09,0,0.0,4,36.36,11,0,,0,,0,,0,,0
665,,3,GB,148,79,65,1,3,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,79,53.38,65,43.92,1,0.68,3,2.03,148,0,,0,,0,,0,,0,0,,0,,0,,0,,0
670,,3,GB,146,70,67,1,8,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,69,47.59,67,46.21,1,0.69,8,5.52,145,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0
689,female,3,GB,150,105,38,0,7,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,104,69.8,38,25.5,0,0.0,7,4.7,149,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0
705,female,3,US,107,23,63,2,19,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,6,11.54,36,69.23,1,1.92,9,17.31,52,17,30.91,27,49.09,1,1.82,10,18.18,55,0,,0,,0,,0,,0
720,male,3,GB,139,99,23,6,11,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,97,70.8,23,16.79,6,4.38,11,8.03,137,2,100.0,0,0.0,0,0.0,0,0.0,2,0,,0,,0,,0,,0
729,female,3,GB,159,97,47,0,15,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,90,61.64,42,28.77,0,0.0,14,9.59,146,7,53.85,5,38.46,0,0.0,1,7.69,13,0,,0,,0,,0,,0
788,male,3,GB,111,64,36,5,6,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,62,57.94,34,31.78,5,4.67,6,5.61,107,2,50.0,2,50.0,0,0.0,0,0.0,4,0,,0,,0,,0,,0
789,male,3,US,215,112,5,81,17,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,15,16.3,2,2.17,75,81.52,0,0.0,92,97,78.86,3,2.44,6,4.88,17,13.82,123,0,,0,,0,,0,,0
791,female,3,US,108,49,30,3,26,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,34,54.84,22,35.48,2,3.23,4,6.45,62,15,32.61,8,17.39,1,2.17,22,47.83,46,0,,0,,0,,0,,0
814,male,3,US,115,6,3,0,106,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,1.05,0,0.0,0,0.0,94,98.95,95,5,25.0,3,15.0,0,0.0,12,60.0,20,0,,0,,0,,0,,0
869,male,3,US,166,151,12,1,2,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,77,97.47,2,2.53,0,0.0,0,0.0,79,74,85.06,10,11.49,1,1.15,2,2.3,87,0,,0,,0,,0,,0
919,male,3,US,109,21,87,1,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,1.18,84,98.82,0,0.0,0,0.0,85,20,83.33,3,12.5,1,4.17,0,0.0,24,0,,0,,0,,0,,0
996,female,3,US,684,65,571,14,34,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,3,6.52,40,86.96,0,0.0,3,6.52,46,62,9.72,531,83.23,14,2.19,31,4.86,638,0,,0,,0,,0,,0
1026,female,3,DE,115,51,58,1,5,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,31,70.45,13,29.55,0,0.0,0,0.0,44,20,28.57,44,62.86,1,1.43,5,7.14,70,0,,0,,0,,0,,0
1082,,3,GB,268,165,97,1,5,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,165,61.57,97,36.19,1,0.37,5,1.87,268,0,,0,,0,,0,,0,0,,0,,0,,0,,0
1089,custom,3,BR,106,7,0,92,7,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,1.08,0,0.0,92,98.92,0,0.0,93,6,46.15,0,0.0,0,0.0,7,53.85,13,0,,0,,0,,0,,0
1137,female,3,GB,225,134,64,0,27,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,134,59.56,64,28.44,0,0.0,27,12.0,225,0,,0,,0,,0,,0,0,,0,,0,,0,,0
1140,male,3,GB,110,90,14,1,5,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,89,82.41,14,12.96,0,0.0,5,4.63,108,1,50.0,0,0.0,1,50.0,0,0.0,2,0,,0,,0,,0,,0
1191,,3,US,171,58,102,3,8,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,10,23.81,26,61.9,3,7.14,3,7.14,42,48,37.21,76,58.91,0,0.0,5,3.88,129,0,,0,,0,,0,,0
1209,male,3,US,470,203,134,12,121,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,76,44.97,60,35.5,2,1.18,31,18.34,169,127,42.19,74,24.58,10,3.32,90,29.9,301,0,,0,,0,,0,,0
1230,,3,US,225,101,93,2,29,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,0,,0,,0,,0,,0,10,25.0,26,65.0,1,2.5,3,7.5,40,90,48.91,67,36.41,1,0.54,26,14.13,184,0,,0,,0,,0,,0
1241,female,3,US,134,67,56,5,6,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,36,52.17,30,43.48,1,1.45,2,2.9,69,31,47.69,26,40.0,4,6.15,4,6.15,65,0,,0,,0,,0,,0
1262,,3,US,406,298,89,2,17,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,294,73.32,88,21.95,2,0.5,17,4.24,401,4,80.0,1,20.0,0,0.0,0,0.0,5,0,,0,,0,,0,,0
1271,female,3,GB,138,79,55,0,4,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,73,56.59,52,40.31,0,0.0,4,3.1,129,6,66.67,3,33.33,0,0.0,0,0.0,9,0,,0,,0,,0,,0
1322,male,3,GB,321,259,38,6,18,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,254,80.38,38,12.03,6,1.9,18,5.7,316,5,100.0,0,0.0,0,0.0,0,0.0,5,0,,0,,0,,0,,0
1325,female,3,GB,129,38,80,1,10,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,38,29.46,80,62.02,1,0.78,10,7.75,129,0,,0,,0,,0,,0,0,,0,,0,,0,,0
1328,male,3,GB,246,155,55,1,35,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,143,63.84,48,21.43,0,0.0,33,14.73,224,12,54.55,7,31.82,1,4.55,2,9.09,22,0,,0,,0,,0,,0
1332,female,3,US,120,89,25,0,6,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,77,73.33,22,20.95,0,0.0,6,5.71,105,12,80.0,3,20.0,0,0.0,0,0.0,15,0,,0,,0,,0,,0
1340,,3,US,400,57,314,8,21,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,3,5.66,43,81.13,5,9.43,2,3.77,53,54,15.56,271,78.1,3,0.86,19,5.48,347,0,,0,,0,,0,,0
1350,female,3,US,279,276,2,0,1,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,276,99.64,1,0.36,0,0.0,0,0.0,277,0,0.0,0,0.0,0,0.0,1,100.0,1,0,0.0,1,100.0,0,0.0,0,0.0,1
1360,,3,GB,208,117,43,0,48,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,84,65.12,18,13.95,0,0.0,27,20.93,129,33,41.77,25,31.65,0,0.0,21,26.58,79,0,,0,,0,,0,,0
1365,,3,GB,437,126,275,6,30,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,121,28.95,269,64.35,0,0.0,28,6.7,418,5,26.32,6,31.58,6,31.58,2,10.53,19,0,,0,,0,,0,,0
1466,custom,3,US,598,164,323,63,48,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,63,41.45,51,33.55,9,5.92,29,19.08,152,101,22.65,272,60.99,54,12.11,19,4.26,446,0,,0,,0,,0,,0
1508,male,3,US,315,159,102,5,49,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,28,54.9,14,27.45,0,0.0,9,17.65,51,131,49.62,88,33.33,5,1.89,40,15.15,264,0,,0,,0,,0,,0
1509,male,3,GB,1144,967,43,114,20,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,63,81.82,3,3.9,11,14.29,0,0.0,77,904,84.72,40,3.75,103,9.65,20,1.87,1067,0,,0,,0,,0,,0
1511,,3,US,168,9,153,4,2,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,85,95.51,3,3.37,1,1.12,89,9,11.39,68,86.08,1,1.27,1,1.27,79,0,,0,,0,,0,,0
1515,,3,US,140,112,22,0,6,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,39,73.58,10,18.87,0,0.0,4,7.55,53,73,83.91,12,13.79,0,0.0,2,2.3,87,0,,0,,0,,0,,0
1596,male,3,US,281,256,13,1,11,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,67,97.1,2,2.9,0,0.0,0,0.0,69,189,89.15,11,5.19,1,0.47,11,5.19,212,0,,0,,0,,0,,0
1601,,3,GB,150,57,89,0,4,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,55,37.16,89,60.14,0,0.0,4,2.7,148,2,100.0,0,0.0,0,0.0,0,0.0,2,0,,0,,0,,0,,0
1645,,3,US,148,85,49,3,11,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,20,50.0,18,45.0,0,0.0,2,5.0,40,65,60.19,31,28.7,3,2.78,9,8.33,108,0,,0,,0,,0,,0
1652,male,3,US,105,31,63,5,6,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,61,98.39,0,0.0,1,1.61,62,31,72.09,2,4.65,5,11.63,5,11.63,43,0,,0,,0,,0,,0
1656,male,3,GB,112,52,44,0,16,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,38,43.68,37,42.53,0,0.0,12,13.79,87,14,56.0,7,28.0,0,0.0,4,16.0,25,0,,0,,0,,0,,0
1728,female,3,US,874,444,368,5,57,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,38,27.34,91,65.47,1,0.72,9,6.47,139,406,55.24,277,37.69,4,0.54,48,6.53,735,0,,0,,0,,0,,0
1750,custom,3,GB,412,284,6,109,13,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,67,97.1,0,0.0,1,1.45,1,1.45,69,217,63.27,6,1.75,108,31.49,12,3.5,343,0,,0,,0,,0,,0
1798,female,3,US,825,2,786,1,36,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,0.54,185,99.46,0,0.0,0,0.0,186,1,0.16,601,94.05,1,0.16,36,5.63,639,0,,0,,0,,0,,0
1821,female,3,US,123,30,86,0,7,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,2,2.67,71,94.67,0,0.0,2,2.67,75,28,58.33,15,31.25,0,0.0,5,10.42,48,0,,0,,0,,0,,0
1844,male,3,US,309,91,193,3,22,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,15,34.09,26,59.09,0,0.0,3,6.82,44,76,28.68,167,63.02,3,1.13,19,7.17,265,0,,0,,0,,0,,0
1896,male,3,GB,112,96,15,0,1,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,94,86.24,14,12.84,0,0.0,1,0.92,109,2,66.67,1,33.33,0,0.0,0,0.0,3,0,,0,,0,,0,,0
1933,male,3,GB,108,63,39,0,6,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,62,57.94,39,36.45,0,0.0,6,5.61,107,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0
1967,female,3,GB,100,32,62,0,6,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,31,32.63,59,62.11,0,0.0,5,5.26,95,1,20.0,3,60.0,0,0.0,1,20.0,5,0,,0,,0,,0,,0
1994,,3,BR,371,40,309,8,14,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,14,6.8,179,86.89,4,1.94,9,4.37,206,26,15.76,130,78.79,4,2.42,5,3.03,165,0,,0,,0,,0,,0
2036,male,3,US,225,149,46,2,28,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,26,60.47,15,34.88,0,0.0,2,4.65,43,123,67.58,31,17.03,2,1.1,26,14.29,182,0,,0,,0,,0,,0
2052,female,3,BR,249,34,186,3,26,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,5,9.8,40,78.43,2,3.92,4,7.84,51,29,14.65,146,73.74,1,0.51,22,11.11,198,0,,0,,0,,0,,0
2111,female,3,US,226,52,125,4,45,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,5,13.16,28,73.68,1,2.63,4,10.53,38,47,25.0,97,51.6,3,1.6,41,21.81,188,0,,0,,0,,0,,0
2116,male,3,BR,204,101,69,10,24,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,27,67.5,9,22.5,4,10.0,0,0.0,40,74,45.12,60,36.59,6,3.66,24,14.63,164,0,,0,,0,,0,,0
2189,male,3,GB,161,77,62,0,22,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,62,46.27,53,39.55,0,0.0,19,14.18,134,15,55.56,9,33.33,0,0.0,3,11.11,27,0,,0,,0,,0,,0
2203,,3,US,641,408,152,49,32,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,27,33.75,45,56.25,2,2.5,6,7.5,80,381,67.91,107,19.07,47,8.38,26,4.63,561,0,,0,,0,,0,,0
2204,male,3,GB,147,24,0,0,123,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,22,15.17,0,0.0,0,0.0,123,84.83,145,2,100.0,0,0.0,0,0.0,0,0.0,2,0,,0,,0,,0,,0
2206,female,3,US,193,71,84,16,22,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,13,34.21,21,55.26,2,5.26,2,5.26,38,58,37.42,63,40.65,14,9.03,20,12.9,155,0,,0,,0,,0,,0
2272,male,3,GB,122,95,19,1,7,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,90,78.26,18,15.65,1,0.87,6,5.22,115,5,71.43,1,14.29,0,0.0,1,14.29,7,0,,0,,0,,0,,0
2273,male,3,US,308,241,58,2,7,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,109,77.86,24,17.14,1,0.71,6,4.29,140,132,78.57,34,20.24,1,0.6,1,0.6,168,0,,0,,0,,0,,0
2284,male,3,US,118,85,18,5,10,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,30,68.18,12,27.27,0,0.0,2,4.55,44,55,74.32,6,8.11,5,6.76,8,10.81,74,0,,0,,0,,0,,0
2318,female,3,GB,220,192,20,2,6,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,191,87.21,20,9.13,2,0.91,6,2.74,219,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0
2345,male,3,US,190,38,147,3,2,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,46,100.0,0,0.0,0,0.0,46,38,26.39,101,70.14,3,2.08,2,1.39,144,0,,0,,0,,0,,0
2353,male,3,VN,121,2,119,0,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,117,100.0,0,0.0,0,0.0,117,2,66.67,1,33.33,0,0.0,0,0.0,3,0,0.0,1,100.0,0,0.0,0,0.0,1
2367,male,3,EG,186,99,73,10,4,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,60,55.56,45,41.67,1,0.93,2,1.85,108,39,50.0,28,35.9,9,11.54,2,2.56,78,0,,0,,0,,0,,0
2466,female,3,GB,260,149,100,2,9,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,143,56.75,100,39.68,2,0.79,7,2.78,252,6,75.0,0,0.0,0,0.0,2,25.0,8,0,,0,,0,,0,,0
2469,female,3,US,814,221,65,522,6,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,31,77.5,9,22.5,0,0.0,40,221,28.55,34,4.39,513,66.28,6,0.78,774,0,,0,,0,,0,,0
2479,male,3,GB,101,47,44,4,6,0,0.0,0,0.0,0,0.0,1,100.0,1,0,0.0,13,92.86,1,7.14,0,0.0,14,0,,0,,0,,0,,0,31,70.45,10,22.73,2,4.55,1,2.27,44,15,37.5,20,50.0,1,2.5,4,10.0,40,1,50.0,1,50.0,0,0.0,0,0.0,2
2485,female,3,VN,131,49,58,9,15,0,,0,,0,,0,,0,0,0.0,8,100.0,0,0.0,0,0.0,8,0,,0,,0,,0,,0,25,58.14,13,30.23,2,4.65,3,6.98,43,22,28.57,36,46.75,7,9.09,12,15.58,77,2,66.67,1,33.33,0,0.0,0,0.0,3
2487,male,3,GB,166,103,30,13,20,0,,0,,0,,0,,0,0,0.0,0,0.0,0,0.0,1,100.0,1,0,,0,,0,,0,,0,102,62.58,30,18.4,13,7.98,18,11.04,163,1,50.0,0,0.0,0,0.0,1,50.0,2,0,,0,,0,,0,,0
2501,female,3,US,137,1,136,0,0,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,0,0.0,135,100.0,0,0.0,0,0.0,135,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0
2512,male,3,US,219,31,171,6,11,0,,0,,0,,0,,0,0,0.0,3,100.0,0,0.0,0,0.0,3,0,,0,,0,,0,,0,16,13.33,99,82.5,0,0.0,5,4.17,120,15,15.63,69,71.88,6,6.25,6,6.25,96,0,,0,,0,,0,,0
2524,male,3,GB,482,359,96,4,23,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,349,74.89,94,20.17,3,0.64,20,4.29,466,10,66.67,1,6.67,1,6.67,3,20.0,15,0,,0,,0,,0,,0
2537,male,3,GB,145,104,33,1,7,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,0,0.0,1,100.0,0,0.0,0,0.0,1,99,73.88,31,23.13,1,0.75,3,2.24,134,5,55.56,0,0.0,0,0.0,4,44.44,9,0,,0,,0,,0,,0
2538,male,3,US,113,93,7,2,11,0,,0,,0,,0,,0,0,0.0,0,0.0,0,0.0,2,100.0,2,0,,0,,0,,0,,0,37,82.22,3,6.67,0,0.0,5,11.11,45,56,84.85,4,6.06,2,3.03,4,6.06,66,0,,0,,0,,0,,0
